yyyy doy mn dd    MJD                 P0ms           Pdot0                  nu0            nudot0_15       tJPLms        SNthr 
2018 003 01 03  58121     33.7439688099380   4.210078E-013     29.6349254479363        -369741.19608      20.5276         5.5 
nGRPmax
   7961
 nGRP  nORG  NSEQpulse        TDBsec                  MJD   peakSN    sumSN  Nsubpulse        phase       UThhmmss          UTsec
 2414  2414    1210058  40832.190412  58121.4725947964290     8.04    23.46          6      0.00217  111135.194074   40295.194075
 2415  2415    1210120  40834.282531  58121.4726190107780    20.11    32.26          4      0.00194  111137.286260   40297.286260
 2416  2416    1210226  40837.859428  58121.4726604100480     9.51    22.76          5      0.00294  111140.863270   40300.863270
 2417  2417    1210274  40839.478932  58121.4726791543040     9.07    11.97          2     -0.00319  111142.482824   40302.482825
 2418  2418    1210366  40842.583403  58121.4727150856830     5.59    13.38          4     -0.00247  111145.587395   40305.587395
 2419  2419    1210403  40843.831969  58121.4727295366780    17.48    30.37          4     -0.00133  111146.836000   40306.836000
 2420  2420    1210506  40847.307429  58121.4727697619070     6.30    22.92          6     -0.00639  111150.311569   40310.311570
 2421  2421    1210979  40863.268609  58121.4729544977920     5.76     6.55          2      0.00175  111206.273255   40326.273255
 2422  2422    1210985  40863.471027  58121.4729568405890    15.43    26.46          3      0.00042  111206.475680   40326.475680
 2423  2423    1211009  40864.280927  58121.4729662144260    13.50    18.32          3      0.00169  111207.285604   40327.285605
 2424  2424    1211351  40875.821417  58121.4730997849220    28.05    33.32          2      0.00308  111218.826459   40338.826460
 2425  2425    1211720  40888.272813  58121.4732438982910    43.46    48.80          3     -0.00092  111231.278250   40351.278250
 2426  2426    1211868  40893.266960  58121.4733017009280     5.63     8.88          2      0.00019  111236.272555   40356.272555
 2427  2427    1211893  40894.110478  58121.4733114638720     7.53    14.11          3     -0.00222  111237.116099   40357.116100
 2428  2428    1211994  40897.518695  58121.4733509108220    11.76    15.50          3     -0.00003  111240.524425   40360.524425
 2429  2429    1211997  40897.619952  58121.4733520827780     6.53     8.64          2      0.00072  111240.625684   40360.625685
 2430  2430    1212017  40898.294765  58121.4733598931070    14.94    38.98          6     -0.00125  111241.300519   40361.300520
 2431  2431    1212070  40900.083329  58121.4733805940860    13.61    30.80          5      0.00267  111243.089139   40363.089140
 2432  2432    1212084  40900.555774  58121.4733860621950    11.85    11.85          1      0.00356  111243.561600   40363.561600
 2433  2433    1212168  40903.390124  58121.4734188671740    10.65    26.75          4     -0.00075  111246.396039   40366.396040
 2434  2434    1212255  40906.325981  58121.4734528470020     5.96    11.59          3      0.00311  111249.331989   40369.331990
 2435  2435    1212292  40907.574462  58121.4734672970110     8.01    11.68          2      0.00172  111250.580509   40370.580510
 2436  2436    1212407  40911.454964  58121.4735122102270     7.38     8.28          2      0.00006  111254.461134   40374.461135
 2437  2437    1212485  40914.087136  58121.4735426751870    12.57    17.09          3      0.00422  111257.093390   40377.093390
 2438  2438    1212654  40919.789730  58121.4736086774270    10.01    20.50          3      0.00011  111302.796164   40382.796165
 2439  2439    1212681  40920.700941  58121.4736192238590    10.29    18.42          3      0.00378  111303.707405   40383.707405
 2440  2440    1212792  40924.446463  58121.4736625748100     8.12    12.71          3      0.00197  111307.453045   40387.453045
 2441  2441    1213144  40936.324177  58121.4738000483460     6.34     6.34          1     -0.00306  111319.331135   40399.331135
 2442  2442    1213158  40936.796747  58121.4738055179010     7.77    10.27          2      0.00153  111319.803720   40399.803720
 2443  2443    1213193  40937.977865  58121.4738191882500    26.21    31.45          3      0.00383  111320.984875   40400.984875
 2444  2444    1213218  40938.821373  58121.4738289510780     7.48    14.22          3      0.00114  111321.828410   40401.828410
 2445  2445    1213280  40940.913317  58121.4738531633920     5.88     8.25          2     -0.00431  111323.920420   40403.920420
 2446  2446    1213332  40942.668096  58121.4738734733310     7.42    13.50          3     -0.00156  111325.675255   40405.675255
 2447  2447    1213522  40949.079583  58121.4739476803580    13.17    21.21          3      0.00228  111332.086945   40412.086945
 2448  2448    1213615  40952.217779  58121.4739840020740     5.70    10.27          3      0.00242  111335.225239   40415.225240
 2449  2449    1213674  40954.208621  58121.4740070442240    20.57    20.57          1      0.00086  111337.216144   40417.216145
 2450  2450    1213714  40955.558218  58121.4740226645630     6.35     6.35          1     -0.00394  111338.565784   40418.565785
 2451  2451    1213937  40963.082985  58121.4741097567620     6.72    10.47          3     -0.00817  111346.090790   40426.090790
 2452  2452    1214039  40966.525176  58121.4741495969410    44.59    50.07          2      0.00086  111349.533089   40429.533090
 2453  2453    1214136  40969.798427  58121.4741874817920     6.92     9.01          2      0.00336  111352.806445   40432.806445
 2454  2454    1214211  40972.329097  58121.4742167719550     8.34    10.73          2     -0.00044  111355.337195   40435.337195
 2455  2455    1214227  40972.868940  58121.4742230201340     8.33    12.84          3     -0.00225  111355.877054   40435.877055
 2456  2456    1214254  40973.780066  58121.4742335655810    14.74    26.88          5     -0.00111  111356.788209   40436.788210
 2457  2457    1214349  40976.985855  58121.4742706696190     7.39    12.13          3      0.00214  111359.994100   40439.994100
 2458  2458    1214419  40979.347830  58121.4742980072960     9.24    11.50          2     -0.00094  111402.356149   40442.356150
 2459  2459    1214436  40979.921382  58121.4743046456320    12.64    15.61          2     -0.00378  111402.929720   40442.929720
 2460  2460    1214531  40983.127350  58121.4743417517440     7.80    11.23          2      0.00481  111406.135790   40446.135790
 2461  2461    1214791  40991.900758  58121.4744432958080    10.84    17.79          4      0.00394  111414.909475   40454.909475
 2462  2462    1214910  40995.915981  58121.4744897682940    17.47    20.08          2     -0.00528  111418.924825   40458.924825
 2463  2463    1215011  40999.324518  58121.4745292189570     7.69     8.22          2      0.00642  111422.333469   40462.333470
 2464  2464    1215191  41005.398165  58121.4745995158020    11.21    19.29          4     -0.00158  111428.407310   40468.407310
 2465  2465    1215203  41005.803128  58121.4746042028670    34.57    46.21          2     -0.00056  111428.812284   40468.812285
 2466  2466    1215247  41007.287901  58121.4746213877500    11.12    20.35          4      0.00056  111430.297104   40470.297105
 2467  2467    1215287  41008.637653  58121.4746370098690    13.64    20.10          3      0.00033  111431.646899   40471.646900
 2468  2468    1215368  41011.370876  58121.4746686444030    38.72    66.74          6     -0.00083  111434.380210   40474.380210
 2469  2469    1215539  41017.141044  58121.4747354287490     6.54    24.88          6     -0.00244  111440.150560   40480.150560
 2470  2470    1215564  41017.984762  58121.4747451940100     6.19     8.27          2      0.00108  111440.994305   40480.994305
 2471  2471    1215812  41026.353327  58121.4748420524030     6.77    15.96          4      0.00275  111449.363134   40489.363135
 2472  2472    1215851  41027.669135  58121.4748572816510     6.50     8.76          2     -0.00339  111450.678984   40490.678985
 2473  2473    1215897  41029.221376  58121.4748752473980     8.00    18.26          5     -0.00286  111452.231274   40492.231275
 2474  2474    1215943  41030.773567  58121.4748932125820     5.67     6.70          2     -0.00383  111453.783515   40493.783515
 2475  2475    1215956  41031.212443  58121.4748982921730     7.17    14.90          3      0.00222  111454.222405   40494.222405
 2476  2476    1215958  41031.280021  58121.4748990743170     6.99     9.82          2      0.00489  111454.289985   40494.289985
 2477  2477    1216041  41034.080412  58121.4749314862460     7.90     7.90          1     -0.00578  111457.090465   40497.090465
 2478  2478    1216112  41036.476417  58121.4749592177920    17.50    37.18          5     -0.00042  111459.486544   40499.486545
 2479  2479    1216178  41038.703666  58121.4749849961340    10.68    11.39          2      0.00394  111501.713864   40501.713865
 2480  2480    1216208  41039.715944  58121.4749967123070     7.30    11.54          2      0.00269  111502.726175   40502.726175
 2481  2481    1216212  41039.850815  58121.4749982733180     7.98    10.32          3     -0.00042  111502.861049   40502.861050
 2482  2482    1216265  41041.639268  58121.4750189730050     8.28    10.52          2      0.00025  111504.649559   40504.649560
 2483  2483    1216449  41047.848102  58121.4750908345220     6.76     9.62          2     -0.00153  111510.858590   40510.858590
 2484  2484    1216516  41050.109045  58121.4751170028290    56.29    60.49          2      0.00131  111513.119604   40513.119605
 2485  2485    1216577  41052.167295  58121.4751408251780     6.25     7.57          2     -0.00264  111515.177920   40515.177920
 2486  2486    1216701  41056.351522  58121.4751892537220     6.08     8.21          2     -0.00342  111519.362280   40519.362280
 2487  2487    1216840  41061.042159  58121.4752435435140     7.20    10.29          2      0.00317  111524.053065   40524.053065
 2488  2488    1216894  41062.864241  58121.4752646324220    62.85    68.84          2      0.00042  111525.875204   40525.875205
 2489  2489    1216923  41063.842780  58121.4752759581060     5.72     8.11          2     -0.00067  111526.853775   40526.853775
 2490  2490    1217075  41068.971908  58121.4753353230080    16.43    23.43          4      0.00056  111531.983065   40531.983065
 2491  2491    1217144  41071.300244  58121.4753622713340     6.36     6.36          1      0.00061  111534.311475   40534.311475
 2492  2492    1217193  41072.953737  58121.4753814089980    18.68    26.51          5      0.00169  111535.965020   40535.965020
 2493  2493    1217204  41073.324805  58121.4753857037700     7.96     7.96          1     -0.00172  111536.336100   40536.336100
 2494  2494    1217212  41073.594816  58121.4753888288900    16.31    24.95          4      0.00006  111536.606119   40536.606120
 2495  2495    1217256  41075.079764  58121.4754060157820    24.97    30.47          3      0.00633  111538.091115   40538.091115
 2496  2496    1217322  41077.306694  58121.4754317904380     5.88     7.90          2      0.00119  111540.318115   40540.318115
 2497  2497    1217363  41078.690040  58121.4754478013820     8.98    14.49          3     -0.00347  111541.701504   40541.701505
 2498  2498    1217447  41081.524695  58121.4754806098940     9.71    10.89          2      0.00131  111544.536249   40544.536250
 2499  2499    1217453  41081.727179  58121.4754829534590    13.99    26.08          3      0.00189  111544.738740   40544.738740
 2500  2500    1217488  41082.908121  58121.4754966217730     7.07     7.07          1     -0.00100  111545.919719   40545.919720
 2501  2501    1217493  41083.076756  58121.4754985735680    11.27    13.68          2     -0.00353  111546.088360   40546.088360
 2502  2502    1217517  41083.886865  58121.4755079498240    17.84    21.13          2      0.00400  111546.898495   40546.898495
 2503  2503    1217535  41084.494051  58121.4755149774460    10.69    16.23          3     -0.00211  111547.505700   40547.505700
 2504  2504    1217539  41084.628827  58121.4755165373440     7.31     8.58          2     -0.00803  111547.640480   40547.640480
 2505  2505    1217542  41084.730239  58121.4755177111040    13.12    20.66          3     -0.00272  111547.741894   40547.741895
 2506  2506    1217602  41086.754895  58121.4755411446140    10.99    17.76          3     -0.00222  111549.766615   40549.766615
 2507  2507    1217715  41090.567929  58121.4755852769540     5.53     7.64          2     -0.00328  111553.579769   40553.579770
 2508  2508    1218011  41100.556358  58121.4757008837760    11.05    13.61          2      0.00289  111603.568514   40563.568515
 2509  2509    1218107  41103.795590  58121.4757383748860     6.43     6.53          2     -0.00275  111606.807849   40566.807850
 2510  2510    1218224  41107.743775  58121.4757840714620    13.76    18.81          3      0.00136  111610.756159   40570.756160
 2511  2511    1218271  41109.329820  58121.4758024284800     7.94    12.21          3      0.00367  111612.342255   40572.342255
 2512  2512    1218281  41109.667099  58121.4758063321600     9.01    14.30          3     -0.00108  111612.679544   40572.679545
 2513  2513    1218336  41111.523015  58121.4758278126720    29.54    34.04          3     -0.00119  111614.535519   40574.535520
 2514  2514    1218528  41118.001785  58121.4759027984380     6.97     8.41          2     -0.00342  111621.014495   40581.014495
 2515  2515    1218685  41123.299822  58121.4759641183100     6.96     9.01          2      0.00344  111626.312700   40586.312700
 2516  2516    1218751  41125.526837  58121.4759898939390    25.60    32.82          3      0.00081  111628.539785   40588.539785
 2517  2517    1219164  41139.463076  58121.4761511930110    32.49    46.13          3      0.00000  111642.476464   40602.476465
 2518  2518    1219228  41141.622957  58121.4761761916290     5.76     7.15          2      0.00789  111644.636415   40604.636415
 2519  2519    1219261  41142.736302  58121.4761890775680     5.66    10.49          3      0.00178  111645.749795   40605.749795
 2520  2520    1219338  41145.334640  58121.4762191509250     7.22     8.05          2      0.00328  111648.348214   40608.348215
 2521  2521    1219371  41146.448069  58121.4762320378370    18.99    20.82          2     -0.00033  111649.461680   40609.461680
 2522  2522    1219423  41148.202849  58121.4762523477890     6.24    10.02          2      0.00239  111651.216515   40611.216515
 2523  2523    1219491  41150.497421  58121.4762789053310     9.16    15.92          3      0.00183  111653.511160   40613.511160
 2524  2524    1219498  41150.733434  58121.4762816369660     6.54     6.54          1     -0.00394  111653.747179   40613.747180
 2525  2525    1219679  41156.841195  58121.4763523286400    12.50    18.14          2     -0.00100  111659.855134   40619.855135
 2526  2526    1219816  41161.464194  58121.4764058355840     8.60    11.07          2      0.00117  111704.478280   40624.478280
 2527  2527    1219873  41163.387498  58121.4764280960380    17.94    20.76          2     -0.00189  111706.401644   40626.401645
 2528  2528    1220044  41169.157720  58121.4764948810240     7.65    10.38          3     -0.00189  111712.172050   40632.172050
 2529  2529    1220071  41170.068851  58121.4765054265220     8.08    10.01          2     -0.00058  111713.083209   40633.083210
 2530  2530    1220103  41171.148502  58121.4765179224830    11.96    15.19          2     -0.00522  111714.162895   40634.162895
 2531  2531    1220258  41176.378841  58121.4765784588030    47.74    81.88          4     -0.00458  111719.393400   40639.393400
 2532  2532    1220309  41178.099992  58121.4765983795330     5.90    10.75          2      0.00156  111721.114605   40641.114605
 2533  2533    1220323  41178.572337  58121.4766038464900    12.24    15.62          3     -0.00056  111721.586965   40641.586965
 2534  2534    1220664  41190.079053  58121.4767370260740     9.46    17.77          3     -0.00008  111733.094044   40653.094045
 2535  2535    1220679  41190.585117  58121.4767428833020    11.06    13.95          2     -0.00292  111733.600124   40653.600125
 2536  2536    1220797  41194.567220  58121.4767889724540     6.12     9.80          3      0.00639  111737.582354   40657.582355
 2537  2537    1220920  41198.717539  58121.4768370085500     7.18    13.76          3      0.00069  111741.732804   40661.732805
 2538  2538    1221249  41209.819342  58121.4769655016450    11.41    18.10          3      0.00164  111752.834960   40672.834960
 2539  2539    1221392  41214.644789  58121.4770213517310     6.75    10.17          2      0.00333  111757.660559   40677.660560
 2540  2540    1221461  41216.973066  58121.4770482993790     8.13    14.56          3      0.00158  111759.988910   40679.988910
 2541  2541    1221547  41219.874969  58121.4770818862210    13.12    17.67          2     -0.00078  111802.890905   40682.890905
 2542  2542    1221617  41222.237104  58121.4771092257410    24.86    38.70          4      0.00089  111805.253114   40685.253115
 2543  2543    1221645  41223.181954  58121.4771201615100    10.06    14.90          3      0.00144  111806.197995   40686.197995
 2544  2544    1221741  41226.421301  58121.4771576539520     8.49    16.80          3     -0.00078  111809.437445   40689.437445
 2545  2545    1221742  41226.454940  58121.4771580432900     8.30     8.30          1     -0.00389  111809.471084   40689.471085
 2546  2546    1221751  41226.758786  58121.4771615600260    11.37    13.70          2      0.00053  111809.774940   40689.774940
 2547  2547    1221884  41231.246609  58121.4772135024130     5.78     6.58          2     -0.00325  111814.262905   40694.262905
 2548  2548    1222051  41236.881935  58121.4772787261060    18.24    24.50          3     -0.00086  111819.898410   40699.898410
 2549  2549    1222073  41237.624212  58121.4772873172740     6.13     6.50          2     -0.00356  111820.640709   40700.640710
 2550  2550    1222123  41239.311593  58121.4773068471420    10.53    10.53          1      0.00186  111822.328144   40702.328145
 2551  2551    1222179  41241.201168  58121.4773287172220    15.76    23.62          3     -0.00075  111824.217779   40704.217780
 2552  2552    1222505  41252.201705  58121.4774560382460     8.37    10.48          2     -0.00086  111835.218665   40715.218665
 2553  2553    1222838  41263.438469  58121.4775860933890    17.05    21.28          3     -0.00036  111846.455784   40726.455785
 2554  2554    1222945  41267.049104  58121.4776278831490     8.95    15.26          3      0.00050  111850.066534   40730.066535
 2555  2555    1223025  41269.748759  58121.4776591291520    12.74    24.30          3      0.00453  111852.766275   40732.766275
 2556  2556    1223244  41277.138375  58121.4777446571140    11.98    22.00          4     -0.00486  111900.156125   40740.156125
 2557  2557    1223370  41281.390215  58121.4777938682370    24.38    37.25          4     -0.00197  111904.408100   40744.408100
 2558  2558    1223421  41283.111191  58121.4778137869310     6.41     9.08          2     -0.00103  111906.129130   40746.129130
 2559  2559    1223721  41293.234550  58121.4779309554430     6.52    11.61          3      0.00383  111916.252809   40756.252810
 2560  2560    1223755  41294.381883  58121.4779442347520     5.84    17.72          5      0.00494  111917.400179   40757.400180
 2561  2561    1223819  41296.541320  58121.4779692282370    35.84    72.30          7     -0.00033  111919.559685   40759.559685
 2562  2562    1224057  41304.572186  58121.4780621780860    13.21    17.33          2     -0.00636  111927.590804   40767.590805
 2563  2563    1234898  41670.390949  58121.4822961915390     6.01     6.22          2     -0.00019  112533.421164   41133.421165
 2564  2564    1234962  41672.550516  58121.4823211865340     6.28     8.31          2     -0.00161  112535.580800   41135.580800
 2565  2565    1234969  41672.786808  58121.4823239213820    11.33    13.74          2      0.00089  112535.817100   41135.817100
 2566  2566    1235482  41690.097484  58121.4825242764290     9.48    12.25          3      0.00122  112553.128324   41153.128325
 2567  2567    1235524  41691.514564  58121.4825406778240    47.38    51.90          2     -0.00375  112554.545449   41154.545450
 2568  2568    1235550  41692.392131  58121.4825508348540     7.11    11.25          3      0.00286  112555.423045   41155.423045
 2569  2569    1235988  41707.171983  58121.4827218979460     5.66     8.77          2      0.00244  112610.203365   41170.203365
 2570  2570    1236015  41708.082914  58121.4827324411260    19.51    22.53          2     -0.00219  112611.114325   41171.114325
 2571  2571    1236257  41716.249025  58121.4828269563140     6.48     7.38          2     -0.00025  112619.280695   41179.280695
 2572  2572    1236300  41717.700009  58121.4828437501060     5.95     7.64          2     -0.00047  112620.731724   41180.731725
 2573  2573    1236600  41727.823227  58121.4829609169790   799.88   889.07          3      0.00022  112630.855264   41190.855265
 2574  2574    1236734  41732.344914  58121.4830132513150     6.99    11.94          3      0.00000  112635.377095   41195.377095
 2575  2575    1236862  41736.664197  58121.4830632430210    25.19    42.67          4      0.00156  112639.696515   41199.696515
 2576  2576    1236989  41740.949711  58121.4831128438780     9.07    13.59          3      0.00239  112643.982165   41203.982165
 2577  2577    1237043  41742.771553  58121.4831339300100     5.53     5.53          1     -0.00750  112645.804064   41205.804065
 2578  2578    1237140  41746.045049  58121.4831718176900     7.38     9.76          2      0.00228  112649.077664   41209.077665
 2579  2579    1237261  41750.127945  58121.4832190734340     5.50    10.13          3     -0.00150  112653.160689   41213.160690
 2580  2580    1237372  41753.873556  58121.4832624254210    14.45    28.41          5     -0.00064  112656.906419   41216.906420
 2581  2581    1237696  41764.806444  58121.4833889634820     6.90    13.04          3     -0.00547  112707.839655   41227.839655
 2582  2582    1237733  41766.055160  58121.4834034162050    26.29    47.04          4      0.00008  112709.088409   41229.088410
 2583  2583    1237736  41766.156201  58121.4834045856640     8.38    12.18          2     -0.00556  112709.189454   41229.189455
 2584  2584    1237944  41773.175229  58121.4834858244100    13.45    15.51          2      0.00269  112716.208704   41236.208705
 2585  2585    1238585  41794.805052  58121.4837361695870    19.25    24.85          3      0.00058  112737.839214   41257.839215
 2586  2586    1238592  41795.041460  58121.4837389057920     6.76    10.48          3      0.00650  112738.075629   41258.075630
 2587  2587    1238694  41798.483006  58121.4837787384960    13.00    19.78          3     -0.00361  112741.517285   41261.517285
 2588  2588    1238758  41800.642702  58121.4838037349760     8.14    11.77          3     -0.00119  112743.677049   41263.677050
 2589  2589    1238834  41803.207116  58121.4838334156930     8.92    14.26          3     -0.00503  112746.241544   41266.241545
 2590  2590    1238836  41803.274789  58121.4838341989500    19.81    24.33          2      0.00044  112746.309220   41266.309220
 2591  2591    1238841  41803.443488  58121.4838361514880     5.90     5.90          1     -0.00017  112746.477924   41266.477925
 2592  2592    1238906  41805.636684  58121.4838615356930    16.87    20.26          2     -0.00500  112748.671190   41268.671190
 2593  2593    1238932  41806.514081  58121.4838716907520    20.60    24.58          2     -0.00342  112749.548614   41269.548615
 2594  2594    1239113  41812.621847  58121.4839423824900    60.32    93.28          5     -0.00031  112755.656575   41275.656575
 2595  2595    1239456  41824.196090  58121.4840763436420     6.40     7.57          2      0.00133  112807.231184   41287.231185
 2596  2596    1239716  41832.969496  58121.4841778876930     7.88    13.25          3      0.00044  112816.004869   41296.004870
 2597  2597    1239749  41834.082861  58121.4841907738500     7.72    11.87          3     -0.00511  112817.118269   41297.118270
 2598  2598    1239763  41834.555251  58121.4841962413310    21.96    25.89          2     -0.00586  112817.590674   41297.590675
 2599  2599    1240028  41843.497452  58121.4842997390340    36.59    40.89          2     -0.00453  112826.533159   41306.533160
 2600  2600    1240052  41844.307342  58121.4843091127550    10.04    12.61          2     -0.00353  112827.343074   41307.343075
 2601  2601    1240054  41844.375090  58121.4843098968830     7.07    14.03          3      0.00417  112827.410824   41307.410825
 2602  2602    1240059  41844.543754  58121.4843118489980     5.60     7.86          2      0.00253  112827.579494   41307.579495
 2603  2603    1240250  41850.988950  58121.4843864461820     6.01    10.92          3      0.00531  112834.024895   41314.024895
 2604  2604    1240255  41851.157479  58121.4843883967490     9.86    20.32          4     -0.00033  112834.193429   41314.193430
 2605  2605    1240301  41852.709635  58121.4844063615100    57.87    73.40          5     -0.00233  112835.745634   41315.745635
 2606  2606    1240395  41855.881789  58121.4844430762620    17.56    25.87          4      0.00417  112838.917889   41318.917890
 2607  2607    1240426  41856.927661  58121.4844551812610     5.63    10.29          3     -0.00150  112839.963795   41319.963795
 2608  2608    1240587  41862.360519  58121.4845180615550     5.88     5.88          1      0.00075  112845.396825   41325.396825
 2609  2609    1240932  41874.002364  58121.4846528051460     6.99    18.40          4      0.00578  112857.039040   41337.039040
 2610  2610    1241077  41878.895189  58121.4847094350590     5.57    10.92          3      0.00419  112901.932020   41341.932020
 2611  2611    1241228  41883.990377  58121.4847684071420     5.57     9.19          3     -0.00036  112907.027370   41347.027370
 2612  2612    1241302  41886.487538  58121.4847973094660    11.24    13.43          2      0.00278  112909.524610   41349.524610
 2613  2613    1241346  41887.972301  58121.4848144942210     7.99    10.39          2      0.00361  112911.009420   41351.009420
 2614  2614    1241592  41896.273293  58121.4849105705220     6.27     7.50          2      0.00272  112919.310675   41359.310675
 2615  2615    1241718  41900.524913  58121.4849597790850    18.71    27.81          3     -0.00089  112923.562429   41363.562430
 2616  2616    1241725  41900.761215  58121.4849625140610     5.89     7.79          2      0.00192  112923.798739   41363.798740
 2617  2617    1242055  41911.896642  58121.4850913963140    10.46    17.26          3     -0.00072  112934.934520   41374.934520
 2618  2618    1242063  41912.166623  58121.4850945211010     9.53    18.17          3      0.00017  112935.204510   41375.204510
 2619  2619    1242072  41912.470418  58121.4850980372480    13.73    28.44          5      0.00311  112935.508314   41375.508315
 2620  2620    1242195  41916.620832  58121.4851460744450    13.35    14.52          2      0.00022  112939.658860   41379.658860
 2621  2621    1242223  41917.565687  58121.4851570102660    10.69    16.00          3      0.00092  112940.603745   41380.603745
 2622  2622    1242266  41919.016416  58121.4851738011140    24.68    29.66          3     -0.00686  112942.054519   41382.054520
 2623  2623    1242414  41924.010812  58121.4852316066180     9.69    16.97          3      0.00164  112947.049075   41387.049075
 2624  2624    1242532  41927.992556  58121.4852776916220     9.08    13.34          2      0.00025  112951.030944   41391.030945
 2625  2625    1242749  41935.315128  58121.4853624436100     7.88     9.09          2      0.00403  112958.353750   41398.353750
 2626  2626    1242909  41940.714037  58121.4854249309820    11.51    20.24          4      0.00019  113003.752829   41403.752830
 2627  2627    1243071  41946.180594  58121.4854882013180     7.30     7.30          1      0.00111  113009.219559   41409.219560
 2628  2628    1243114  41947.631667  58121.4855049961470     7.07     8.72          2      0.00356  113010.670680   41410.670680
 2629  2629    1243175  41949.689957  58121.4855288189440     5.59    10.89          3      0.00078  113012.729034   41412.729035
 2630  2630    1243274  41953.030546  58121.4855674831740    13.40    19.51          3     -0.00117  113016.069730   41416.069730
 2631  2631    1243310  41954.245338  58121.4855815432700    37.52    58.45          5     -0.00094  113017.284560   41417.284560
 2632  2632    1243331  41954.954020  58121.4855897456000    12.00    15.85          3      0.00081  113017.993264   41417.993265
 2633  2633    1243369  41956.236239  58121.4856045860990     6.73     8.88          2     -0.00075  113019.275524   41419.275525
 2634  2634    1243380  41956.607498  58121.4856088830720     9.90    24.86          5      0.00147  113019.646795   41419.646795
 2635  2635    1243655  41965.886933  58121.4857162839420     6.71    16.49          4     -0.00331  113028.926525   41428.926525
 2636  2636    1243797  41970.678661  58121.4857717437570    11.62    22.99          3     -0.00089  113033.718404   41433.718405
 2637  2637    1243975  41976.685060  58121.4858412622720    86.25    96.76          3     -0.00178  113039.724994   41439.724995
 2638  2638    1244045  41979.047405  58121.4858686042240     6.69    12.04          3      0.00611  113042.087415   41442.087415
 2639  2639    1244080  41980.228308  58121.4858822720900    25.36    29.11          2      0.00206  113043.268355   41443.268355
 2640  2640    1244090  41980.565687  58121.4858861769340    17.60    26.72          4      0.00025  113043.605745   41443.605745
 2641  2641    1244095  41980.734462  58121.4858881303420     5.63     9.30          3      0.00186  113043.774525   41443.774525
 2642  2642    1244206  41984.479963  58121.4859314810500    70.57    97.76          3     -0.00053  113047.520145   41447.520145
 2643  2643    1244371  41990.047616  58121.4859959214850    11.47    23.92          5     -0.00364  113053.087975   41453.087975
 2644  2644    1244386  41990.553895  58121.4860017811970    44.06    62.11          4     -0.00011  113053.594270   41453.594270
 2645  2645    1244396  41990.891309  58121.4860056864510    27.84    52.54          4     -0.00086  113053.931694   41453.931695
 2646  2646    1244415  41991.532534  58121.4860131080320    11.64    21.69          4      0.00178  113054.572939   41454.572940
 2647  2647    1244430  41992.038708  58121.4860189665280     6.31    11.80          3      0.00219  113055.079129   41455.079130
 2648  2648    1244696  42001.014508  58121.4861228531070    34.01    45.91          5     -0.00078  113104.055215   41464.055215
 2649  2649    1244837  42005.772487  58121.4861779223040     5.60    11.35          3      0.00150  113108.813345   41468.813345
 2650  2650    1244872  42006.953594  58121.4861915925250     5.74    19.96          5      0.00350  113109.994489   41469.994490
 2651  2651    1244891  42007.594644  58121.4861990120830    94.38   116.16          4      0.00094  113110.635560   41470.635560
 2652  2652    1244971  42010.293963  58121.4862302542080    19.16    30.84          3     -0.00497  113113.334965   41473.334965
 2653  2653    1245157  42016.570594  58121.4863029003900    30.97    64.73          7      0.00242  113119.611794   41479.611795
 2654  2654    1245177  42017.245333  58121.4863107098750     6.81    11.56          3     -0.00175  113120.286554   41480.286555
 2655  2655    1245251  42019.742483  58121.4863396120700     7.85    10.67          2      0.00108  113122.783784   41482.783785
 2656  2656    1245406  42024.972852  58121.4864001487490     5.61     7.74          2      0.00258  113128.014320   41488.014320
 2657  2657    1245834  42039.415259  58121.4865673062400     9.78    13.07          2      0.00200  113142.457184   41502.457185
 2658  2658    1246039  42046.332839  58121.4866473708290    16.15    18.32          2      0.00389  113149.374985   41509.374985
 2659  2659    1246077  42047.615018  58121.4866622108540    16.37    22.12          3      0.00114  113150.657205   41510.657205
 2660  2660    1246092  42048.121227  58121.4866680697600    12.06    16.29          2      0.00261  113151.163430   41511.163430
 2661  2661    1246166  42050.618208  58121.4866969699970    32.04    36.40          2      0.00039  113153.660490   41513.660490
 2662  2662    1246171  42050.786923  58121.4866989227260     9.46    12.98          2      0.00025  113153.829210   41513.829210
 2663  2663    1246466  42060.741436  58121.4868141369860   153.73   180.20          3      0.00136  113203.784039   41523.784040
 2664  2664    1246588  42064.858191  58121.4868617846140     9.95     9.95          1      0.00100  113207.900925   41527.900925
 2665  2665    1246637  42066.511478  58121.4868809198850     9.07     9.07          1     -0.00397  113209.554264   41529.554265
 2666  2666    1246649  42066.916735  58121.4868856103550     6.22     8.60          2      0.00581  113209.959535   41529.959535
 2667  2667    1246742  42070.054676  58121.4869219291260    41.20    64.61          5     -0.00164  113213.097574   41533.097575
 2668  2668    1246763  42070.763413  58121.4869301320960    12.82    23.60          4      0.00175  113213.806335   41533.806335
 2669  2669    1246937  42076.634917  58121.4869980893180     8.34    15.35          3      0.00322  113219.678025   41539.678025
 2670  2670    1247011  42079.131858  58121.4870269890940     8.16    19.42          4     -0.00017  113222.175045   41542.175045
 2671  2671    1247033  42079.874224  58121.4870355812990    12.35    13.39          2     -0.00019  113222.917435   41542.917435
