yyyy doy mn dd    MJD                 P0ms           Pdot0                  nu0            nudot0_15       tJPLms        SNthr 
2018 312 11 08  58430     33.7551884748710   4.200554E-013     29.6250752901128        -368659.58396      18.2360         0.00 
nGRPmax
   1756
 nGRP  nORG  NSEQpulse        TDBsec                  MJD   peakSN    sumSN  Nsubpulse        phase       UThhmmss          UTsec
  385   385    1682711  56800.265175  58430.6574104765570    16.11    30.07          5     -0.00261  153858.938069   56338.938070
  386   386    1683127  56814.307451  58430.6575730029060    12.06    12.12          2      0.00056  153912.979485   56352.979485
  387   387    1683134  56814.543646  58430.6575757366400     5.40     8.22          2     -0.00217  153913.215665   56353.215665
  388   388    1683295  56819.978219  58430.6576386368000    81.54    96.09          5     -0.00264  153918.649904   56358.649905
  389   389    1683365  56822.341049  58430.6576659843580     6.91     7.48          2     -0.00367  153921.012589   56361.012590
  390   390    1683557  56828.822296  58430.6577409987970    25.80    29.52          2      0.00361  153927.493439   56367.493440
  391   391    1683618  56830.881317  58430.6577648300540    13.45    25.43          5      0.00225  153929.552335   56369.552335
  392   392    1683897  56840.298974  58430.6578738307200    23.95    25.91          2      0.00083  153938.969414   56378.969415
  393   393    1684198  56850.459247  58430.6579914264700     6.14     8.62          2     -0.00053  153949.129065   56389.129065
  394   394    1684581  56863.387389  58430.6581410577410     5.80     7.37          2     -0.00361  154002.056414   56402.056415
  395   395    1684858  56872.737607  58430.6582492778620    14.64    17.30          2     -0.00289  154011.406060   56411.406060
  396   396    1685474  56893.530982  58430.6584899419260    12.79    13.08          2      0.00197  154032.198159   56432.198160
  397   397    1685533  56895.522479  58430.6585129916540    10.43    15.84          3      0.00017  154034.189534   56434.189535
  398   398    1685720  56901.834701  58430.6585860497790    21.48    22.35          2      0.00008  154040.501369   56440.501370
  399   399    1685965  56910.104613  58430.6586817663620    12.62    12.62          1     -0.00333  154048.770774   56448.770775
  400   400    1686016  56911.826243  58430.6587016926340    17.09    17.24          2      0.00008  154050.492299   56450.492300
  401   401    1686155  56916.518221  58430.6587559979260     7.76    22.04          5      0.00017  154055.183989   56455.183990
  402   402    1686302  56921.480235  58430.6588134286460     5.67     5.67          1      0.00011  154100.145700   56460.145700
  403   403    1686359  56923.404298  58430.6588356978940     9.50    14.91          3      0.00058  154102.069645   56462.069645
  404   404    1686544  56929.648985  58430.6589079743620    11.08    13.46          2     -0.00022  154108.313950   56468.313950
  405   405    1686591  56931.235358  58430.6589263351680    19.68    20.32          2     -0.00386  154109.900224   56469.900225
  406   406    1686986  56944.568725  58430.6590806565380     5.08     5.08          1     -0.00214  154123.232774   56483.232775
  407   407    1687109  56948.720744  58430.6591287123200     7.17    14.11          4      0.00167  154127.384539   56487.384540
  408   408    1687458  56960.501281  58430.6592650611200    11.33    27.33          5      0.00072  154139.164355   56499.164355
  409   409    1687602  56965.362169  58430.6593213213950     9.19    12.06          3      0.00478  154144.024944   56504.024945
  410   410    1687796  56971.910505  58430.6593971123330     7.02     9.24          2     -0.00039  154150.572879   56510.572880
  411   411    1687915  56975.927397  58430.6594436041340     7.15    10.55          3      0.00022  154154.589525   56514.589525
  412   412    1688010  56979.134048  58430.6594807181440     5.39     9.61          3     -0.00256  154157.795980   56517.795980
  413   413    1688096  56982.036816  58430.6595143149950     5.67     5.67          1     -0.00789  154200.698570   56520.698570
  414   414    1688145  56983.691032  58430.6595334610180    20.76    25.53          2     -0.00164  154202.352684   56522.352685
  415   415    1688302  56988.990732  58430.6595948001410     5.16     9.69          3      0.00225  154207.652060   56527.652060
  416   416    1688534  56996.821792  58430.6596854374020    15.95    29.09          4     -0.00217  154215.482640   56535.482640
  417   417    1688947  57010.762826  58430.6598467919740    37.26    44.25          3      0.00172  154229.422819   56549.422820
  418   418    1689006  57012.754348  58430.6598698419970     7.00    13.24          4      0.00067  154231.414219   56551.414220
  419   419    1689980  57045.632038  58430.6602503708160     5.60    12.89          4      0.00400  154304.289895   56584.289895
  420   420    1690084  57049.142393  58430.6602909999230     5.12     7.88          2     -0.00153  154307.800035   56587.800035
  421   421    1690508  57063.454965  58430.6604566546940     5.01     5.01          1      0.00919  154322.111729   56602.111730
  422   422    1690521  57063.893137  58430.6604617261310     5.01     5.01          1     -0.00994  154322.549874   56602.549875
  423   423    1690801  57073.345036  58430.6605711230980     5.42    17.21          6      0.00308  154332.001194   56612.001195
  424   424    1690812  57073.716189  58430.6605754188540    11.40    13.97          2     -0.00150  154332.372324   56612.372325
  425   425    1691333  57091.302836  58430.6607789680130     5.76     5.76          1      0.00389  154349.957894   56629.957895
  426   426    1691732  57104.770906  58430.6609348484480     9.34    11.55          2     -0.00381  154403.425139   56643.425140
  427   427    1692003  57113.918757  58430.6610407263490     6.31    13.92          4      0.00175  154412.572430   56652.572430
  428   428    1692019  57114.458850  58430.6610469774340     5.78     8.59          2      0.00206  154413.112489   56653.112490
  429   429    1692403  57127.420644  58430.6611969981950     6.23    13.52          3     -0.00411  154426.073490   56666.073490
  430   430    1692744  57138.931239  58430.6613302226820     5.58    10.28          3     -0.00208  154437.583379   56677.583380
  431   431    1692873  57143.285441  58430.6613806185220     5.01     7.58          2     -0.00864  154441.937315   56681.937315
  432   432    1693574  57166.948196  58430.6616544930050     6.14    11.04          3      0.00175  154505.598619   56705.598620
  433   433    1694051  57183.049182  58430.6618408470140     5.03     5.03          1     -0.00564  154521.698620   56721.698620
  434   434    1694061  57183.386918  58430.6618447559940     6.08     6.08          1     -0.00019  154522.036334   56722.036335
  435   435    1695175  57220.990281  58430.6622799801090    14.87    21.17          2      0.00147  154559.637394   56759.637395
  436   436    1695235  57223.015385  58430.6623034188030    14.34    21.03          3     -0.00469  154601.662374   56761.662375
  437   437    1695878  57244.720285  58430.6625546329340     8.99     8.99          1      0.00411  154623.365944   56783.365945
  438   438    1696375  57261.496393  58430.6627488008450     5.23     5.96          2     -0.00278  154640.141024   56800.141025
  439   439    1696714  57272.939528  58430.6628812445310     5.00     8.92          3      0.00075  154651.583460   56811.583460
  440   440    1696782  57275.234794  58430.6629078101120    22.36    23.65          2     -0.00189  154653.878584   56813.878585
  441   441    1696788  57275.437636  58430.6629101578240     5.02     7.23          2      0.00733  154654.081415   56814.081415
  442   442    1696868  57278.137852  58430.6629414103170     5.93    16.27          4      0.00136  154656.781465   56816.781465
  443   443    1697211  57289.715861  58430.6630754150660     5.65    11.13          3      0.00050  154708.358764   56828.358765
  444   444    1697544  57300.956445  58430.6632055144060     9.12    11.15          2      0.00339  154719.598660   56839.598660
  445   445    1697733  57307.336070  58430.6632793526530    14.83    17.36          2      0.00017  154725.977895   56845.977895
  446   446    1698024  57317.158802  58430.6633930416900     6.27     8.72          2     -0.00089  154735.800024   56855.800025
  447   447    1698741  57341.361344  58430.6636731636990    15.78    19.37          2      0.00075  154800.001085   56880.001085
  448   448    1699004  57350.239048  58430.6637759149060    10.97    13.22          2      0.00319  154808.878244   56888.878245
  449   449    1699187  57356.416146  58430.6638474090880    13.90    13.90          1      0.00006  154815.054965   56895.054965
  450   450    1699808  57377.378030  58430.6640900234880     8.88    12.08          2     -0.00300  154836.015565   56916.015565
  451   451    1700268  57392.905421  58430.6642697386750     8.70    14.19          3     -0.00319  154851.542005   56931.542005
  452   452    1700329  57394.964517  58430.6642935708030     5.66     5.66          1     -0.00236  154853.600975   56933.600975
  453   453    1700543  57402.188304  58430.6643771794430     6.69     8.76          2      0.00272  154900.824319   56940.824320
  454   454    1700952  57415.994105  58430.6645369688060     8.54    17.20          3      0.00031  154914.629274   56954.629275
  455   455    1701852  57446.373900  58430.6648885868030    15.91    18.15          2      0.00339  154945.007210   56985.007210
  456   456    1702164  57456.905470  58430.6650104799740     8.04    10.29          2      0.00172  154955.538135   56995.538135
  457   457    1702370  57463.858826  58430.6650909586300     8.36    11.91          3     -0.00475  155002.491065   57002.491065
  458   458    1702409  57465.175347  58430.6651061961470     9.98    13.16          2     -0.00275  155003.807504   57003.807505
  459   459    1702764  57477.158515  58430.6652448902140    13.06    20.03          3     -0.00072  155015.789940   57015.789940
  460   460    1702784  57477.833712  58430.6652527049980     6.16    13.21          4      0.00200  155016.465094   57016.465095
  461   461    1702893  57481.512997  58430.6652952893180     6.93    13.11          4      0.00103  155020.144155   57020.144155
  462   462    1702975  57484.280851  58430.6653273246590     8.15    11.56          3     -0.00114  155022.911840   57022.911840
  463   463    1703126  57489.377799  58430.6653863171200    24.08    43.23          5     -0.00381  155028.008475   57028.008475
  464   464    1703997  57518.778759  58430.6657266060030    11.24    11.24          1      0.00125  155057.407635   57057.407635
  465   465    1704369  57531.335783  58430.6658719419390    14.29    20.26          3      0.00375  155109.963889   57069.963890
  466   466    1704523  57536.533741  58430.6659321034880     5.05     5.05          1     -0.00644  155115.161529   57075.161530
  467   467    1705106  57556.213231  58430.6661598753540    10.69    23.15          4     -0.00050  155134.839814   57094.839815
  468   468    1705202  57559.453679  58430.6661973805440    29.20    30.04          2     -0.00203  155138.080065   57098.080065
  469   469    1705361  57564.820823  58430.6662595002620     6.79     8.96          2     -0.00011  155143.446880   57103.446880
  470   470    1705433  57567.251337  58430.6662876312190     5.58     5.58          1      0.00397  155145.877245   57105.877245
  471   471    1705523  57570.289328  58430.6663227931520     6.75     8.84          2      0.00464  155148.915050   57108.915050
  472   472    1705986  57585.917889  58430.6665036792700     8.86     9.94          2      0.00161  155204.542654   57124.542655
  473   473    1706589  57606.272196  58430.6667392615300    65.35    71.08          3     -0.00097  155224.895714   57144.895715
  474   474    1707230  57627.909130  58430.6669896889980     5.65    11.16          3     -0.00561  155246.531325   57166.531325
  475   475    1707571  57639.419805  58430.6671229144060     9.51    14.68          4     -0.00125  155258.041295   57178.041295
  476   476    1707576  57639.588415  58430.6671248659070     5.03     5.75          2     -0.00617  155258.209894   57178.209895
  477   477    1707762  57645.867089  58430.6671975357570     5.03    10.67          3     -0.00008  155304.488185   57184.488185
  478   478    1707779  57646.440945  58430.6672041776000     6.84     6.84          1      0.00039  155305.062004   57185.062005
  479   479    1707792  57646.879766  58430.6672092565500    18.38    21.93          3      0.00053  155305.500800   57185.500800
  480   480    1708197  57660.550668  58430.6673674845820     5.38    12.77          4      0.00172  155319.170865   57199.170865
  481   481    1708488  57670.372845  58430.6674811671940     5.49     8.36          3     -0.01578  155328.992440   57208.992440
  482   482    1708502  57670.846014  58430.6674866436860     9.16    11.36          2      0.00189  155329.465579   57209.465580
  483   483    1708518  57671.386157  58430.6674928953340    12.40    18.31          3      0.00367  155330.005689   57210.005690
  484   484    1709548  57706.153995  58430.6678953008640     9.00    10.60          2      0.00275  155404.771399   57244.771400
  485   485    1709576  57707.099168  58430.6679062403710     5.15     5.15          1      0.00353  155405.716515   57245.716515
  486   486    1709771  57713.681336  58430.6679824228740     7.73    15.87          3      0.00061  155412.298280   57252.298280
  487   487    1709776  57713.850056  58430.6679843756540     7.35     9.61          2     -0.00103  155412.466990   57252.466990
  488   488    1709972  57720.466166  58430.6680609509890     5.87    10.39          3      0.00158  155419.082694   57259.082695
  489   489    1710091  57724.483042  58430.6681074426110     6.15     7.31          2      0.00175  155423.099325   57263.099325
  490   490    1710335  57732.719396  58430.6682027707900     5.39     7.61          2      0.00417  155431.335175   57271.335175
  491   491    1711391  57768.364628  58430.6686153313410     5.26     5.26          1     -0.00392  155506.978224   57306.978225
  492   492    1711760  57780.820385  58430.6687594951940    23.93    25.82          2     -0.00142  155519.433219   57319.433220
  493   493    1712518  57806.406641  58430.6690556324220    28.36    31.04          2     -0.00722  155545.017910   57345.017910
  494   494    1712893  57819.065090  58430.6692021422460     5.52    11.57          3      0.00006  155557.675584   57357.675585
  495   495    1712998  57822.609427  58430.6692431646720     7.82     8.76          2      0.00122  155601.219705   57361.219705
  496   496    1713858  57851.639009  58430.6695791552000     5.62    11.51          3      0.00414  155630.247510   57390.247510
  497   497    1714224  57863.993205  58430.6697221435780     9.44    11.25          2     -0.00214  155642.600950   57402.600950
  498   498    1714417  57870.508074  58430.6697975471490     6.99     9.47          2      0.00119  155649.115420   57409.115420
  499   499    1714422  57870.676859  58430.6697995006850    12.57    14.32          2      0.00147  155649.284195   57409.284195
  500   500    1714511  57873.680968  58430.6698342704640     5.26     5.98          2     -0.00164  155652.288119   57412.288120
  501   501    1715296  57900.178859  58430.6701409590140     8.07    13.11          3     -0.00017  155718.784390   57438.784390
  502   502    1716150  57929.005833  58430.6704746045570     5.33     5.33          1      0.00047  155747.609600   57467.609600
  503   503    1716170  57929.680985  58430.6704824188030     5.95     7.48          2      0.00186  155748.284709   57468.284710
  504   504    1716239  57932.009867  58430.6705093734660     6.11     8.20          2     -0.00486  155750.613449   57470.613450
  505   505    1716881  57953.680773  58430.6707601941250     5.09     7.31          2     -0.00311  155812.283029   57492.283030
  506   506    1717309  57968.128252  58430.6709274103300     9.53     9.73          2      0.00425  155826.729624   57506.729625
  507   507    1717389  57970.828617  58430.6709586645500     7.37    19.19          6      0.00272  155829.429824   57509.429825
  508   508    1717626  57978.828527  58430.6710512561020    14.09    17.73          3      0.00047  155837.429244   57517.429245
  509   509    1717681  57980.685020  58430.6710727432830    10.72    11.11          2     -0.00081  155839.285624   57519.285625
  510   510    1717880  57987.402326  58430.6711504898820    15.57    16.97          2     -0.00028  155846.002520   57526.002520
  511   511    1718171  57997.225007  58430.6712641783300     5.29     9.71          3     -0.00281  155855.824599   57535.824600
  512   512    1718368  58003.874994  58430.6713411457660    42.77    46.45          3      0.00342  155902.474179   57542.474180
  513   513    1718474  58007.453053  58430.6713825584770     7.94    34.19          7      0.00358  155906.052020   57546.052020
  514   514    1718875  58020.988736  58430.6715392214780    14.36    14.36          1     -0.00106  155919.586875   57559.586875
  515   515    1719256  58033.849423  58430.6716880720260    17.33    19.40          2     -0.00253  155932.446774   57572.446775
  516   516    1719366  58037.562710  58430.6717310498820     5.59     6.10          2      0.00381  155936.159834   57576.159835
  517   517    1719914  58056.060552  58430.6719451452800     6.19    12.18          3      0.00336  155954.656544   57594.656545
  518   518    1720040  58060.313532  58430.6719943695870     9.18     9.18          1     -0.00186  155958.909265   57598.909265
  519   519    1826837  61665.269152  58430.7137183929600    13.44    19.16          4      0.00025  170003.644995   61203.644995
  520   520    1827438  61685.555881  58430.7139531930620    22.55    25.18          2     -0.00433  170023.930489   61223.930490
  521   521    1827801  61697.809266  58430.7140950146430     7.36    13.86          3      0.00283  170036.183129   61236.183130
  522   522    1828010  61704.864070  58430.7141766674820     9.37    11.74          2      0.00178  170043.237504   61243.237505
  523   523    1828188  61710.872316  58430.7142462073600     7.34     8.94          2     -0.00364  170049.245385   61249.245385
  524   524    1829188  61744.627488  58430.7146368922240     9.88     9.88          1     -0.00489  170122.998505   61282.998505
  525   525    1829562  61757.251976  58430.7147830089860     7.23    12.88          3     -0.00378  170135.622224   61295.622225
  526   526    1829587  61758.095892  58430.7147927765250    11.08    11.08          1     -0.00269  170136.466090   61296.466090
  527   527    1830051  61773.758210  58430.7149740533630    31.75    35.77          2     -0.00572  170152.127455   61312.127455
  528   528    1830304  61782.298434  58430.7150728985470     9.98    11.34          2     -0.00114  170200.667159   61320.667160
  529   529    1830415  61786.045282  58430.7151162648320    27.00    36.12          3     -0.00058  170204.413780   61324.413780
  530   530    1830534  61790.062221  58430.7151627571840    12.22    15.10          2      0.00147  170208.430475   61328.430475
  531   531    1831246  61814.095762  58430.7154409231740     6.06     6.06          1     -0.00361  170232.462554   61352.462555
  532   532    1831280  61815.243602  58430.7154542083580    13.94    17.15          2      0.00119  170233.610325   61353.610325
  533   533    1831476  61821.859589  58430.7155307822850     6.97    11.14          3      0.00017  170240.225910   61360.225910
  534   534    1831794  61832.593662  58430.7156550192380    20.35    29.47          3     -0.00236  170250.959329   61370.959330
  535   535    1832030  61840.559911  58430.7157472211970    46.28    52.73          3     -0.00181  170258.925094   61378.925095
  536   536    1832092  61842.652744  58430.7157714438020    10.97    12.45          2     -0.00156  170301.017800   61381.017800
  537   537    1832093  61842.686746  58430.7157718373380     7.92    16.32          4      0.00578  170301.051800   61381.051800
  538   538    1832305  61849.842611  58430.7158546598530     5.44     7.81          2     -0.00136  170308.207229   61388.207230
  539   539    1832483  61855.851046  58430.7159242019200     9.23    12.64          2     -0.00114  170314.215300   61394.215300
  540   540    1832835  61867.732858  58430.7160617228930    12.22    21.31          4     -0.00183  170326.096389   61406.096390
  541   541    1833782  61899.699577  58430.7164317080700     5.32     6.60          2      0.01389  170358.061164   61438.061165
  542   542    1833830  61901.319215  58430.7164504538750    20.24    23.27          3     -0.00425  170359.680704   61439.680705
  543   543    1833910  61904.019954  58430.7164817124220     9.71    12.15          2      0.00531  170402.381280   61442.381280
  544   544    1834385  61920.053479  58430.7166672856450     5.61     9.68          3     -0.00069  170418.413829   61458.413830
  545   545    1834414  61921.032489  58430.7166786167680     6.61     9.46          2      0.00253  170419.392780   61459.392780
  546   546    1834680  61930.011074  58430.7167825355780    18.59    29.43          5     -0.00642  170428.370819   61468.370820
  547   547    1834760  61932.711654  58430.7168137922940     8.40     8.40          1     -0.00161  170431.071235   61471.071235
  548   548    1835871  61970.213673  58430.7172478434300     7.13     9.46          2     -0.00231  170508.570975   61508.570975
  549   549    1836270  61983.681982  58430.7174037266430    23.21    23.98          2     -0.00297  170522.038464   61522.038465
  550   550    1836738  61999.479527  58430.7175865686020     8.97    16.01          4      0.00014  170537.835050   61537.835050
  551   551    1836784  62001.032296  58430.7176045404670     8.23     9.89          2      0.00103  170539.387725   61539.387725
  552   552    1836878  62004.205199  58430.7176412638850     7.69     7.69          1     -0.00156  170542.560434   61542.560435
  553   553    1836942  62006.365571  58430.7176662681860     6.37     6.37          1     -0.00044  170544.720674   61544.720675
  554   554    1837051  62010.045239  58430.7177088569340     5.20     7.55          2      0.00992  170548.400119   61548.400120
  555   555    1837446  62023.378190  58430.7178631734910     7.05     9.34          2     -0.00072  170601.732259   61561.732260
  556   556    1837560  62027.226159  58430.7179077101700    10.42    11.85          2     -0.00444  170605.579995   61565.579995
  557   557    1837669  62030.905557  58430.7179502957950     5.97     9.48          3     -0.00206  170609.259169   61569.259170
  558   558    1837981  62041.437227  58430.7180721901180     9.38    12.10          2     -0.00078  170619.790200   61579.790200
  559   559    1838206  62049.032369  58430.7181600968580     5.24     5.24          1      0.00569  170627.384879   61587.384880
  560   560    1838471  62057.977308  58430.7182636262530     5.86     5.86          1     -0.00006  170636.329274   61596.329275
  561   561    1839284  62085.420320  58430.7185812537090     5.46     5.80          2      0.00064  170703.770620   61623.770620
  562   562    1839571  62095.108144  58430.7186933812990     5.86    14.03          4      0.00294  170713.457855   61633.457855
  563   563    1840318  62120.323116  58430.7189852212480     8.03     8.56          2     -0.00219  170738.671295   61658.671295
  564   564    1847880  62375.580075  58430.7219395842050    10.47    20.08          5     -0.00142  171153.912745   61913.912745
  565   565    1847947  62377.841833  58430.7219657619580    19.16    30.59          4      0.00325  171156.174364   61916.174365
  566   566    1848198  62386.314217  58430.7220638219650     8.08     9.05          2     -0.00192  171204.646235   61924.646235
  567   567    1848424  62393.943006  58430.7221521181310     7.70     9.75          2      0.00136  171212.274559   61932.274560
  568   568    1848487  62396.069565  58430.7221767310720     6.24     8.22          2      0.00078  171214.400990   61934.400990
  569   569    1849171  62419.158237  58430.7224439610750     5.01     7.92          2      0.00392  171237.488259   61957.488260
  570   570    1849404  62427.022925  58430.7225349875580     6.51     6.51          1     -0.00431  171245.352469   61965.352470
  571   571    1849680  62436.339416  58430.7226428173180     5.06     8.03          2     -0.00278  171254.668395   61974.668395
  572   572    1849717  62437.588597  58430.7226572754300     8.94     8.94          1      0.00428  171255.917500   61975.917500
  573   573    1849831  62441.436695  58430.7227018135940     7.05    14.79          4      0.00439  171259.765364   61979.765365
  574   574    1851272  62490.077785  58430.7232647891840     5.04     5.04          1     -0.00081  171348.403500   62028.403500
  575   575    1851671  62503.546033  58430.7234206716800    17.52    20.98          3     -0.00325  171401.870929   62041.870930
  576   576    1852009  62514.955230  58430.7235527225730     5.79     5.79          1     -0.00517  171413.279434   62053.279435
  577   577    1852135  62519.208644  58430.7236019518980    10.24    10.24          1      0.00242  171417.532590   62057.532590
  578   578    1852282  62524.170440  58430.7236593800960     6.49     9.84          3     -0.00411  171422.494084   62062.494085
  579   579    1852317  62525.352052  58430.7236730561540     7.73     9.14          2      0.00122  171423.675625   62063.675625
  580   580    1852551  62533.250831  58430.7237644772100    15.41    18.28          2      0.00297  171431.573924   62071.573925
  581   581    1853240  62556.508144  58430.7240336590720    11.07    17.34          4      0.00206  171454.829825   62094.829825
  582   582    1853403  62562.010008  58430.7240973380480     6.68    14.35          3     -0.00492  171500.331355   62100.331355
  583   583    1853408  62562.179108  58430.7240992952320     9.59    13.52          2      0.00467  171500.500444   62100.500445
  584   584    1853444  62563.393967  58430.7241133560960    12.33    14.36          3     -0.00506  171501.715230   62101.715230
  585   585    1853455  62563.765495  58430.7241176561920     5.24     5.24          1      0.00147  171502.086734   62102.086735
  586   586    1853539  62566.600872  58430.7241504730500    33.46    37.88          3     -0.00033  171504.921940   62104.921940
  587   587    1853975  62581.318235  58430.7243208129020     5.30     7.44          2      0.00233  171519.638409   62119.638410
  588   588    1854305  62592.457437  58430.7244497388540    12.42    18.23          3      0.00175  171530.776935   62130.776935
  589   589    1854460  62597.689529  58430.7245102954750    17.25    21.68          2      0.00278  171536.008710   62136.008710
  590   590    1854878  62611.799191  58430.7246736017540    30.01    31.92          2      0.00222  171550.117514   62150.117515
  591   591    1855993  62649.436032  58430.7251092133250     5.18     7.24          2     -0.00442  171627.752070   62187.752070
  592   592    1857149  62688.457061  58430.7255608456060     5.37     7.74          2     -0.00439  171706.770729   62226.770730
  593   593    1857217  62690.752540  58430.7255874136580     5.82     5.82          1     -0.00069  171709.066070   62229.066070
  594   594    1857466  62699.157790  58430.7256846966400     6.69     8.78          2      0.00528  171717.470809   62237.470810
  595   595    1857489  62699.934122  58430.7256936819710     6.53    11.33          3      0.00417  171718.247094   62238.247095
  596   596    1857528  62701.250502  58430.7257089178500     5.57     9.29          2      0.00200  171719.563394   62239.563395
  597   597    1857670  62706.043543  58430.7257643928580     6.14     8.49          2     -0.00392  171724.356144   62244.356145
  598   598    1858082  62719.950693  58430.7259253552380     5.93     9.59          2     -0.00389  171738.262450   62258.262450
  599   599    1858672  62739.866387  58430.7261558609660     6.11     8.95          3     -0.00042  171758.176935   62278.176935
  600   600    1859454  62766.263094  58430.7264613784060     7.28     7.28          1      0.00342  171824.572039   62304.572040
  601   601    1859626  62772.068767  58430.7265285736960    24.31    24.31          1     -0.00325  171830.377359   62310.377360
  602   602    1859749  62776.220864  58430.7265766303740     5.92    14.91          4      0.00286  171834.529204   62314.529205
  603   603    1860085  62787.562402  58430.7267078981630     8.32    11.57          2     -0.00347  171845.870054   62325.870055
  604   604    1860977  62817.672215  58430.7270563913730    18.81    23.32          3      0.00131  171915.978040   62355.978040
  605   605    1861425  62832.794563  58430.7272314185600     7.18     9.79          2      0.00164  171931.099470   62371.099470
  606   606    1861566  62837.554027  58430.7272865049470     6.37     6.37          1      0.00100  171935.858645   62375.858645
  607   607    1861700  62842.077146  58430.7273388558590    10.93    11.32          2     -0.00133  171940.381489   62380.381490
  608   608    1862241  62860.338760  58430.7275502171260     6.12     7.80          2     -0.00008  171958.641994   62398.641995
  609   609    1862952  62884.338696  58430.7278279941630    11.33    14.43          3     -0.00072  172022.640475   62422.640475
  610   610    1863415  62899.967290  58430.7280088806780     5.84     5.84          1     -0.00283  172038.268120   62438.268120
  611   611    1863420  62900.136245  58430.7280108361730    22.91    33.66          4      0.00250  172038.437064   62438.437065
  612   612    1863809  62913.266992  58430.7281628124160     5.06     7.65          2      0.00156  172051.567015   62451.567015
  613   613    1864133  62924.203711  58430.7282893948030    11.01    20.41          4      0.00242  172102.503069   62462.503070
  614   614    1864290  62929.503232  58430.7283507318530     8.01    10.16          2      0.00103  172107.802270   62467.802270
  615   615    1864385  62932.709872  58430.7283878457340     5.62     5.62          1     -0.00211  172111.008715   62471.008715
  616   616    1864545  62938.110890  58430.7284503575170    12.28    15.68          2      0.00331  172116.409404   62476.409405
  617   617    1864547  62938.178379  58430.7284511386500     9.40    13.12          2      0.00269  172116.476889   62476.476890
  618   618    1864764  62945.503263  58430.7285359174020    14.52    22.28          3      0.00278  172123.801330   62483.801330
  619   619    1864911  62950.465254  58430.7285933478530    24.45    29.96          3      0.00200  172128.763019   62488.763020
  620   620    1865578  62972.979846  58430.7288539334020     6.54    11.86          3     -0.00206  172151.276245   62511.276245
  621   621    1866135  62991.781587  58430.7290715461380     6.22     8.45          2      0.00050  172210.076845   62530.076845
  622   622    1866161  62992.659115  58430.7290817027200     5.86     5.86          1     -0.00267  172210.954319   62530.954320
  623   623    1866936  63018.819442  58430.7293844842750     6.63     8.76          2     -0.00161  172237.113060   62557.113060
  624   624    1867083  63023.781523  58430.7294419157760     8.49    14.66          3      0.00031  172242.074840   62562.074840
  625   625    1867290  63030.768872  58430.7295227878660     8.62    11.30          2      0.00089  172249.061764   62569.061765
  626   626    1867604  63041.368066  58430.7296454637310    18.59    19.89          2      0.00253  172259.660315   62579.660315
  627   627    1868434  63069.384765  58430.7299697310720     5.43     5.43          1     -0.00128  172327.675315   62607.675315
  628   628    1868574  63074.110612  58430.7300244283780     7.67    15.16          4      0.00217  172332.400874   62612.400875
  629   629    1869000  63088.490330  58430.7301908603010     7.66    14.91          4      0.00206  172346.779719   62626.779720
  630   630    1869148  63093.485998  58430.7302486805380    19.96    27.10          3     -0.00103  172351.775085   62631.775085
  631   631    1869240  63096.591516  58430.7302846240260    14.53    23.72          3      0.00011  172354.880414   62634.880415
  632   632    1869362  63100.709581  58430.7303322868220     5.58    10.71          3     -0.00200  172358.998229   62638.998230
  633   633    1869620  63109.418449  58430.7304330839040     7.40     7.40          1     -0.00131  172407.706570   62647.706570
  634   634    1869655  63110.599891  58430.7304467579900     5.57     5.57          1     -0.00103  172408.887940   62648.887940
  635   635    1870399  63135.713800  58430.7307374282370    28.09    38.16          5     -0.00019  172434.000325   62674.000325
  636   636    1870594  63142.296179  58430.7308136131840     5.44     6.82          2      0.00314  172440.582305   62680.582305
  637   637    1870881  63151.983857  58430.7309257390850     7.73     7.73          1      0.00108  172450.269395   62690.269395
  638   638    1870907  63152.861460  58430.7309358965250    10.04    10.04          1      0.00014  172451.146945   62691.146945
  639   639    1870989  63155.629428  58430.7309679331970     5.47     7.86          2      0.00133  172453.914745   62693.914745
  640   640    1871388  63169.097595  58430.7311238147580     8.67    12.64          3     -0.00353  172507.382095   62707.382095
  641   641    1871487  63172.439428  58430.7311624933760     6.12     6.12          1     -0.00156  172510.723725   62710.723725
  642   642    1871919  63187.021977  58430.7313312728830     5.17    12.05          4      0.00725  172525.305390   62725.305390
  643   643    1872499  63206.599685  58430.7315578667260     6.65     8.75          2     -0.00217  172544.881909   62744.881910
  644   644    1872663  63212.135471  58430.7316219383170    37.51    48.17          3     -0.00422  172550.417359   62750.417360
  645   645    1872721  63214.093424  58430.7316445998210     6.86    11.32          4      0.00028  172552.375195   62752.375195
  646   646    1873048  63225.131384  58430.7317723539840    11.76    11.76          1      0.00039  172603.412485   62763.412485
  647   647    1873610  63244.101835  58430.7319919193860     6.51     6.51          1      0.00097  172622.381784   62782.381785
  648   648    1874207  63264.253612  58430.7322251575420     6.26     6.26          1     -0.00156  172642.532339   62802.532340
  649   649    1874551  63275.865596  58430.7323595555070     5.08    14.54          5      0.00408  172654.143620   62814.143620
  650   650    1874661  63279.578477  58430.7324025286780     5.08     7.37          2     -0.00167  172657.856274   62817.856275
  651   651    1875754  63316.472849  58430.7328295468670     5.55     5.90          2     -0.00394  172734.748410   62854.748410
  652   652    1875920  63322.076249  58430.7328944010240     5.07     5.07          1     -0.00294  172740.351470   62860.351470
