yyyy doy mn dd    MJD                 P0ms           Pdot0                  nu0            nudot0_15       tJPLms        SNthr 
2018 313 11 09  58431     33.7552247881230   4.200554E-013     29.6250434199999        -368658.79077      13.8631         5.00 
nGRPmax
   1390
 nGRP  nORG  NSEQpulse        TDBsec                  MJD   peakSN    sumSN  Nsubpulse        phase       UThhmmss          UTsec
  142   142    1452217  49019.940127  58431.5673604181380     7.33    10.28          2      0.00108  132913.880895   48553.880895
  143   143    1452284  49022.201664  58431.5673865933310    11.95    16.24          3     -0.00083  132916.142294   48556.142295
  144   144    1452541  49030.876809  58431.5674870001020     5.07     6.20          2      0.00056  132924.816915   48564.816915
  145   145    1452737  49037.492719  58431.5675635731330     5.32     5.32          1     -0.00292  132931.432424   48571.432425
  146   146    1452747  49037.830175  58431.5675674788740    12.06    12.06          1     -0.00553  132931.769860   48571.769860
  147   147    1452907  49043.231287  58431.5676299917440     5.29     7.05          2      0.00228  132937.170644   48577.170645
  148   148    1452927  49043.906213  58431.5676378033920     6.60     9.67          2     -0.00275  132937.845529   48577.845530
  149   149    1454599  49100.344960  58431.5682910296320     6.73     6.73          1     -0.00344  133034.280859   48634.280860
  150   150    1454964  49112.665701  58431.5684336307970     5.75     5.75          1     -0.00144  133046.600854   48646.600855
  151   151    1455006  49114.083246  58431.5684500375680     9.04     9.04          1     -0.00661  133048.018315   48648.018315
  152   152    1455168  49119.551862  58431.5685133317380     8.24    11.40          2      0.00156  133053.486599   48653.486600
  153   153    1455273  49123.096212  58431.5685543543040     8.75    15.61          3      0.00272  133057.030735   48657.030735
  154   154    1455923  49145.037185  58431.5688083007620     6.70     9.30          2      0.00489  133118.970379   48678.970380
  155   155    1456561  49166.573059  58431.5690575585540     5.32     6.90          2      0.00569  133140.504950   48700.504950
  156   156    1456824  49175.450571  58431.5691603075330    10.98    13.76          2      0.00194  133149.381925   48709.381925
  157   157    1456873  49177.104717  58431.5691794527490    12.36    19.02          3      0.00631  133151.035969   48711.035970
  158   158    1457705  49205.188857  58431.5695045006590    76.39    81.16          2     -0.00033  133219.118410   48739.118410
  159   159    1457789  49208.024278  58431.5695373180290     6.68     8.86          2     -0.00089  133221.953659   48741.953660
  160   160    1457969  49214.100341  58431.5696076428420    11.60    17.06          3      0.00233  133228.029354   48748.029355
  161   161    1458098  49218.454505  58431.5696580382460     6.56     9.11          2     -0.00547  133232.383255   48752.383255
  162   162    1459479  49265.070826  58431.5701975790080     8.93    17.77          4      0.00425  133318.996755   48798.996755
  163   163    1460141  49287.416739  58431.5704562122500    34.63    39.76          2      0.00247  133341.341314   48821.341315
  164   164    1460401  49296.193040  58431.5705577898110     7.66    12.32          3      0.00061  133350.117084   48830.117085
  165   165    1460643  49304.361775  58431.5706523353600    16.09    16.09          1     -0.00042  133358.285324   48838.285325
  166   166    1460865  49311.855443  58431.5707390676220     8.46    13.58          3     -0.00003  133405.778539   48845.778540
  167   167    1461210  49323.500858  58431.5708738525180     7.49     7.57          2     -0.00431  133417.423249   48857.423250
  168   168    1461522  49334.032590  58431.5709957475710     5.55     5.55          1     -0.00175  133427.954344   48867.954345
  169   169    1461707  49340.277243  58431.5710680236420     7.23    10.54          2     -0.00347  133434.198620   48874.198620
  170   170    1461740  49341.391306  58431.5710809178880     6.14     8.26          2      0.00039  133435.312615   48875.312615
  171   171    1462187  49356.479874  58431.5712555540990    13.08    13.08          1     -0.00014  133450.400269   48890.400270
  172   172    1462486  49366.572555  58431.5713723675390     5.43     5.43          1     -0.00419  133500.492339   48900.492340
  173   173    1463925  49415.146499  58431.5719345659650     6.61     8.68          2     -0.00014  133549.063345   48949.063345
  174   174    1463999  49417.644421  58431.5719634770940     6.52    15.19          4      0.00083  133551.561114   48951.561115
  175   175    1464120  49421.728758  58431.5720107495170     6.59     6.59          1     -0.00058  133555.645205   48955.645205
  176   176    1464264  49426.589647  58431.5720670098050     9.64    14.04          3      0.00367  133600.505799   48960.505800
  177   177    1464764  49443.467233  58431.5722623522300     7.01     7.82          2      0.00231  133617.382364   48977.382365
  178   178    1464886  49447.585273  58431.5723100147330     5.63     5.63          1     -0.00067  133621.500155   48981.500155
  179   179    1465151  49456.530434  58431.5724135466880     5.94     9.80          3     -0.00006  133630.444775   48990.444775
  180   180    1465160  49456.834187  58431.5724170623490    29.80    43.30          4     -0.00106  133630.748509   48990.748510
  181   181    1465315  49462.066409  58431.5724776204670     7.18    11.36          3      0.00336  133635.980414   48995.980415
  182   182    1465341  49462.943922  58431.5724877768700     9.01    13.41          3     -0.00031  133636.857875   48996.857875
  183   183    1465587  49471.247715  58431.5725838855810     5.47     7.48          2     -0.00025  133645.161164   49005.161165
  184   184    1465613  49472.125413  58431.5725940441340    12.34    12.34          1      0.00186  133646.038809   49006.038810
  185   185    1466249  49493.593577  58431.5728425182590     6.19     6.77          2     -0.00350  133707.505675   49027.505675
  186   186    1466389  49498.319543  58431.5728972169340     8.74    11.21          2      0.00336  133712.231355   49032.231355
  187   187    1467323  49529.846956  58431.5732621175420     9.29    12.25          2      0.00403  133743.756860   49063.756860
  188   188    1467834  49547.095689  58431.5734617556610    18.12    21.43          2     -0.00181  133801.004549   49081.004550
  189   189    1468177  49558.673830  58431.5735957619200     5.21     7.26          2      0.00092  133812.581989   49092.581990
  190   190    1468205  49559.618947  58431.5736067007740     5.16     5.16          1      0.00003  133813.527049   49093.527050
  191   191    1468293  49562.589437  58431.5736410814460     9.66    19.01          5      0.00086  133816.497360   49096.497360
  192   192    1468601  49572.986076  58431.5737614129150    21.23    27.31          3      0.00156  133826.893369   49106.893370
  193   193    1468711  49576.699081  58431.5738043875070    12.42    16.31          3     -0.00058  133830.606149   49110.606150
  194   194    1469282  49595.972857  58431.5740274636160     5.05     7.35          2     -0.01447  133849.878759   49129.878760
  195   195    1470169  49625.914378  58431.5743740089980     5.04    10.74          3      0.00383  133919.818469   49159.818470
  196   196    1471179  49660.006906  58431.5747685984510     6.64    12.24          3     -0.00444  133953.908934   49193.908935
  197   197    1471269  49663.045050  58431.5748037621500     6.85    11.57          3      0.00064  133956.946895   49196.946895
  198   198    1560258  52666.890524  58431.6095704921730     6.46     8.51          2     -0.00342  143000.610975   52200.610975
  199   199    1560339  52669.624859  58431.6096021395710     6.35     8.74          2      0.00131  143003.345144   52203.345145
  200   200    1560390  52671.346302  58431.6096220636800     5.11     9.30          2     -0.00086  143005.066485   52205.066485
  201   201    1560568  52677.354865  58431.6096916072320     5.84    16.47          5      0.00292  143011.074684   52211.074685
  202   202    1560583  52677.861130  58431.6096974667780     6.32     8.71          2      0.00133  143011.580920   52211.580920
  203   203    1560741  52683.194476  58431.6097591953280     5.03    11.22          3      0.00156  143016.913945   52216.913945
  204   204    1560946  52690.114329  58431.6098392862210     5.87    12.48          3      0.00264  143023.833379   52223.833380
  205   205    1561024  52692.746727  58431.6098697537790     5.76     7.83          3     -0.01250  143026.465620   52226.465620
  206   206    1561489  52708.443478  58431.6100514291460    19.64    30.27          3      0.00383  143042.161424   52242.161425
  207   207    1561562  52710.907227  58431.6100799447550    11.63    13.75          2     -0.00756  143044.625025   52244.625025
  208   208    1561708  52715.835764  58431.6101369880060     6.20    10.83          3      0.00047  143049.553265   52249.553265
  209   209    1561952  52724.071890  58431.6102323135360     6.63    10.43          2     -0.00408  143057.788894   52257.788895
  210   210    1562195  52732.274574  58431.6103272520060     9.38    19.05          4      0.00064  143105.991085   52265.991085
  211   211    1562370  52738.181700  58431.6103956215300    22.35    28.46          3     -0.00061  143111.897855   52271.897855
